 n,time,method_enum,problem_enum,api_enum,compiler_enum
    8192,             0.229988,  6,  0,  0, 0
   16384,             0.861363,  6,  0,  0, 0
      64,             0.140647,  6,  0,  0, 0
     128,             0.000140,  6,  0,  0, 0
     256,             0.000385,  6,  0,  0, 0
     512,             0.001281,  6,  0,  0, 0
    1024,             0.003759,  6,  0,  0, 0
    2048,             0.014460,  6,  0,  0, 0
    4096,             0.059646,  6,  0,  0, 0
    8192,             0.219825,  6,  0,  0, 0
   16384,             0.858543,  6,  0,  0, 0
      64,             0.140106,  6,  0,  0, 0
     128,             0.000138,  6,  0,  0, 0
     256,             0.000385,  6,  0,  0, 0
     512,             0.001270,  6,  0,  0, 0
    1024,             0.003730,  6,  0,  0, 0
    2048,             0.014361,  6,  0,  0, 0
    4096,             0.059275,  6,  0,  0, 0
    8192,             0.224970,  6,  0,  0, 0
   16384,             0.855294,  6,  0,  0, 0
      64,             0.134559,  6,  0,  0, 0
     128,             0.000141,  6,  0,  0, 0
     256,             0.000387,  6,  0,  0, 0
     512,             0.001278,  6,  0,  0, 0
    1024,             0.003711,  6,  0,  0, 0
    2048,             0.014440,  6,  0,  0, 0
    4096,             0.060504,  6,  0,  0, 0
    8192,             0.218974,  6,  0,  0, 0
   16384,             0.856369,  6,  0,  0, 0
      64,             0.135758,  6,  0,  0, 0
     128,             0.000139,  6,  0,  0, 0
     256,             0.000385,  6,  0,  0, 0
     512,             0.001271,  6,  0,  0, 0
    1024,             0.003745,  6,  0,  0, 0
    2048,             0.014257,  6,  0,  0, 0
    4096,             0.059509,  6,  0,  0, 0
    8192,             0.228849,  6,  0,  0, 0
   16384,             0.857455,  6,  0,  0, 0
      64,             0.137675,  6,  0,  0, 0
     128,             0.000140,  6,  0,  0, 0
     256,             0.000389,  6,  0,  0, 0
     512,             0.001302,  6,  0,  0, 0
    1024,             0.003821,  6,  0,  0, 0
    2048,             0.014121,  6,  0,  0, 0
    4096,             0.053813,  6,  0,  0, 0
    8192,             0.223552,  6,  0,  0, 0
   16384,             0.856449,  6,  0,  0, 0
      64,             0.137068,  6,  0,  0, 0
     128,             0.000139,  6,  0,  0, 0
     256,             0.000431,  6,  0,  0, 0
     512,             0.001280,  6,  0,  0, 0
    1024,             0.003720,  6,  0,  0, 0
    2048,             0.014466,  6,  0,  0, 0
    4096,             0.055239,  6,  0,  0, 0
    8192,             0.229790,  6,  0,  0, 0
   16384,             0.848964,  6,  0,  0, 0
      64,             0.137089,  6,  0,  0, 0
     128,             0.000138,  6,  0,  0, 0
     256,             0.000386,  6,  0,  0, 0
     512,             0.001314,  6,  0,  0, 0
    1024,             0.003755,  6,  0,  0, 0
    2048,             0.014174,  6,  0,  0, 0
    4096,             0.053761,  6,  0,  0, 0
    8192,             0.226366,  6,  0,  0, 0
   16384,             0.849669,  6,  0,  0, 0
      64,             0.134608,  6,  0,  0, 0
     128,             0.000141,  6,  0,  0, 0
     256,             0.000411,  6,  0,  0, 0
     512,             0.001273,  6,  0,  0, 0
    1024,             0.003711,  6,  0,  0, 0
    2048,             0.014221,  6,  0,  0, 0
    4096,             0.060828,  6,  0,  0, 0
    8192,             0.228578,  6,  0,  0, 0
   16384,             0.858569,  6,  0,  0, 0
      64,             0.000159,  7,  0,  0, 0
     128,             0.000116,  7,  0,  0, 0
     256,             0.000274,  7,  0,  0, 0
     512,             0.000761,  7,  0,  0, 0
    1024,             0.002142,  7,  0,  0, 0
    2048,             0.007760,  7,  0,  0, 0
    4096,             0.028753,  7,  0,  0, 0
    8192,             0.108612,  7,  0,  0, 0
   16384,             0.409178,  7,  0,  0, 0
      64,             0.000151,  7,  0,  0, 0
     128,             0.000083,  7,  0,  0, 0
     256,             0.000251,  7,  0,  0, 0
     512,             0.000752,  7,  0,  0, 0
    1024,             0.002142,  7,  0,  0, 0
    2048,             0.007597,  7,  0,  0, 0
    4096,             0.029600,  7,  0,  0, 0
    8192,             0.108443,  7,  0,  0, 0
   16384,             0.406906,  7,  0,  0, 0
      64,             0.000161,  7,  0,  0, 0
     128,             0.000082,  7,  0,  0, 0
     256,             0.000270,  7,  0,  0, 0
     512,             0.000757,  7,  0,  0, 0
    1024,             0.002175,  7,  0,  0, 0
    2048,             0.007490,  7,  0,  0, 0
    4096,             0.028505,  7,  0,  0, 0
    8192,             0.108379,  7,  0,  0, 0
   16384,             0.401046,  7,  0,  0, 0
      64,             0.000156,  7,  0,  0, 0
     128,             0.000081,  7,  0,  0, 0
     256,             0.000250,  7,  0,  0, 0
     512,             0.000754,  7,  0,  0, 0
    1024,             0.002249,  7,  0,  0, 0
    2048,             0.007482,  7,  0,  0, 0
    4096,             0.028331,  7,  0,  0, 0
    8192,             0.106369,  7,  0,  0, 0
   16384,             0.408958,  7,  0,  0, 0
      64,             0.000158,  7,  0,  0, 0
     128,             0.000082,  7,  0,  0, 0
     256,             0.000256,  7,  0,  0, 0
     512,             0.000761,  7,  0,  0, 0
    1024,             0.002155,  7,  0,  0, 0
    2048,             0.007514,  7,  0,  0, 0
    4096,             0.028190,  7,  0,  0, 0
    8192,             0.108436,  7,  0,  0, 0
   16384,             0.405261,  7,  0,  0, 0
      64,             0.000150,  7,  0,  0, 0
     128,             0.000085,  7,  0,  0, 0
     256,             0.000268,  7,  0,  0, 0
     512,             0.000793,  7,  0,  0, 0
    1024,             0.002115,  7,  0,  0, 0
    2048,             0.007542,  7,  0,  0, 0
    4096,             0.029849,  7,  0,  0, 0
    8192,             0.108332,  7,  0,  0, 0
   16384,             0.403634,  7,  0,  0, 0
      64,             0.000155,  7,  0,  0, 0
     128,             0.000082,  7,  0,  0, 0
     256,             0.000285,  7,  0,  0, 0
     512,             0.000755,  7,  0,  0, 0
    1024,             0.002127,  7,  0,  0, 0
    2048,             0.007474,  7,  0,  0, 0
    4096,             0.029110,  7,  0,  0, 0
    8192,             0.107910,  7,  0,  0, 0
   16384,             0.402586,  7,  0,  0, 0
      64,             0.000151,  7,  0,  0, 0
     128,             0.000082,  7,  0,  0, 0
     256,             0.000252,  7,  0,  0, 0
     512,             0.000752,  7,  0,  0, 0
    1024,             0.002142,  7,  0,  0, 0
    2048,             0.007578,  7,  0,  0, 0
    4096,             0.030061,  7,  0,  0, 0
    8192,             0.108324,  7,  0,  0, 0
   16384,             0.400730,  7,  0,  0, 0
      64,             0.000150,  7,  0,  0, 0
     128,             0.000098,  7,  0,  0, 0
     256,             0.000251,  7,  0,  0, 0
     512,             0.000778,  7,  0,  0, 0
    1024,             0.002129,  7,  0,  0, 0
    2048,             0.007510,  7,  0,  0, 0
    4096,             0.029775,  7,  0,  0, 0
    8192,             0.103158,  7,  0,  0, 0
   16384,             0.402712,  7,  0,  0, 0
      64,             0.000149,  7,  0,  0, 0
     128,             0.000083,  7,  0,  0, 0
     256,             0.000252,  7,  0,  0, 0
     512,             0.000753,  7,  0,  0, 0
    1024,             0.002122,  7,  0,  0, 0
    2048,             0.007446,  7,  0,  0, 0
    4096,             0.029698,  7,  0,  0, 0
    8192,             0.105549,  7,  0,  0, 0
   16384,             0.402785,  7,  0,  0, 0
      64,             0.000152,  7,  0,  0, 0
     128,             0.000081,  7,  0,  0, 0
     256,             0.000268,  7,  0,  0, 0
     512,             0.000750,  7,  0,  0, 0
    1024,             0.002105,  7,  0,  0, 0
    2048,             0.007578,  7,  0,  0, 0
    4096,             0.029922,  7,  0,  0, 0
    8192,             0.103060,  7,  0,  0, 0
   16384,             0.403338,  7,  0,  0, 0
      64,             0.000149,  7,  0,  0, 0
     128,             0.000082,  7,  0,  0, 0
     256,             0.000268,  7,  0,  0, 0
     512,             0.000750,  7,  0,  0, 0
    1024,             0.002158,  7,  0,  0, 0
    2048,             0.007615,  7,  0,  0, 0
    4096,             0.029297,  7,  0,  0, 0
    8192,             0.104552,  7,  0,  0, 0
   16384,             0.409436,  7,  0,  0, 0
      64,             0.000155,  7,  0,  0, 0
     128,             0.000085,  7,  0,  0, 0
     256,             0.000252,  7,  0,  0, 0
     512,             0.000780,  7,  0,  0, 0
    1024,             0.002121,  7,  0,  0, 0
    2048,             0.007411,  7,  0,  0, 0
    4096,             0.030096,  7,  0,  0, 0
    8192,             0.108126,  7,  0,  0, 0
   16384,             0.409694,  7,  0,  0, 0
      64,             0.000153,  7,  0,  0, 0
     128,             0.000122,  7,  0,  0, 0
     256,             0.000262,  7,  0,  0, 0
     512,             0.000749,  7,  0,  0, 0
    1024,             0.002120,  7,  0,  0, 0
    2048,             0.007743,  7,  0,  0, 0
    4096,             0.029080,  7,  0,  0, 0
    8192,             0.106010,  7,  0,  0, 0
   16384,             0.403314,  7,  0,  0, 0
      64,             0.000153,  7,  0,  0, 0
     128,             0.000086,  7,  0,  0, 0
     256,             0.000275,  7,  0,  0, 0
     512,             0.000749,  7,  0,  0, 0
    1024,             0.002185,  7,  0,  0, 0
    2048,             0.007567,  7,  0,  0, 0
    4096,             0.030263,  7,  0,  0, 0
    8192,             0.108194,  7,  0,  0, 0
   16384,             0.406430,  7,  0,  0, 0
      64,             0.000150,  7,  0,  0, 0
     128,             0.000083,  7,  0,  0, 0
     256,             0.000249,  7,  0,  0, 0
     512,             0.000754,  7,  0,  0, 0
    1024,             0.002119,  7,  0,  0, 0
    2048,             0.007519,  7,  0,  0, 0
    4096,             0.029731,  7,  0,  0, 0
    8192,             0.108399,  7,  0,  0, 0
   16384,             0.408236,  7,  0,  0, 0
      64,             0.000152,  7,  0,  0, 0
     128,             0.000083,  7,  0,  0, 0
     256,             0.000256,  7,  0,  0, 0
     512,             0.000751,  7,  0,  0, 0
    1024,             0.002153,  7,  0,  0, 0
    2048,             0.007493,  7,  0,  0, 0
    4096,             0.026755,  7,  0,  0, 0
    8192,             0.107810,  7,  0,  0, 0
   16384,             0.402123,  7,  0,  0, 0
      64,             0.000150,  7,  0,  0, 0
     128,             0.000082,  7,  0,  0, 0
     256,             0.000250,  7,  0,  0, 0
     512,             0.000751,  7,  0,  0, 0
    1024,             0.002188,  7,  0,  0, 0
    2048,             0.007623,  7,  0,  0, 0
    4096,             0.028676,  7,  0,  0, 0
    8192,             0.104658,  7,  0,  0, 0
   16384,             0.407930,  7,  0,  0, 0
      64,             0.000152,  7,  0,  0, 0
     128,             0.000083,  7,  0,  0, 0
     256,             0.000253,  7,  0,  0, 0
     512,             0.000752,  7,  0,  0, 0
    1024,             0.002125,  7,  0,  0, 0
    2048,             0.007437,  7,  0,  0, 0
    4096,             0.028351,  7,  0,  0, 0
    8192,             0.108210,  7,  0,  0, 0
   16384,             0.407184,  7,  0,  0, 0
      64,             0.000154,  7,  0,  0, 0
     128,             0.000112,  7,  0,  0, 0
     256,             0.000260,  7,  0,  0, 0
     512,             0.000748,  7,  0,  0, 0
    1024,             0.002129,  7,  0,  0, 0
    2048,             0.007521,  7,  0,  0, 0
    4096,             0.028498,  7,  0,  0, 0
    8192,             0.105894,  7,  0,  0, 0
   16384,             0.402229,  7,  0,  0, 0
